id;aglomerationId;zipId;cityId;stateId
3579;;167;2729;4
3580;;7600;2730;2
3581;;456;2731;17
3582;;2972;2732;14
3583;;5260;2733;1
3584;;1284;2734;9
3585;;1773;2734;16
3586;;1843;2734;16
3587;;462;2735;17
3588;;1170;2736;8
3589;;950;2737;4
3590;;961;2738;4
3591;;2308;2739;9
3592;;2018;2740;9
3593;;1007;2741;4
3594;;2727;2742;9
3595;;1146;2743;8
3596;;3520;2744;9
3597;;244;2745;13
3598;;370;2745;14
3599;;281;2746;4
3600;;460;2747;17
3601;;616;2748;13
3602;;3490;2749;9
3603;;160;2750;4
3604;;345;2751;14
3605;;1136;2752;8
3606;;3490;2753;9
3607;;3716;2754;11
3608;;1004;2755;4
3609;;1113;2755;8
3610;;1192;2756;8
3611;;1502;2757;16
3612;;653;2758;13
3613;;167;2759;4
3614;;2928;2760;14
3615;;4339;2761;7
3616;;6298;2762;2
3617;;4146;2763;11
3618;;5620;2764;11
3619;;4029;2765;11
3620;;2972;2766;14
3621;;1174;2767;8
3622;;3814;2768;11
3623;;4038;2770;11
3624;;3827;2769;11
3625;;4865;2771;11
3626;;251;2773;13
3627;;461;2772;17
3628;;1826;2774;16
3629;;1194;2775;8
3630;;1051;2776;4
3631;;3406;2777;10
3632;;3479;2778;9
3633;;1149;2779;8
3634;;1;2780;13
3635;;2;2780;13
3636;;3;2780;13
3637;;4;2780;13
3638;;5;2780;13
3639;;6;2780;13
3640;;7;2780;13
3641;;8;2780;13
3642;;9;2780;13
3643;;10;2780;13
3644;;11;2780;13
3645;;12;2780;13
3646;;13;2780;13
3647;;14;2780;13
3648;;15;2780;13
3649;;16;2780;13
3650;;17;2780;13
3651;;18;2780;13
3652;;19;2780;13
3653;;20;2780;13
3654;;21;2780;13
3655;;22;2780;13
3656;;23;2780;13
3657;;24;2780;13
3658;;25;2780;13
3659;;26;2780;13
3660;;27;2780;13
3661;;28;2780;13
3662;;1254;2781;9
3663;;1245;2782;9
3664;;889;2783;4
3665;;1070;2784;8
3666;;1005;2785;4
3667;;168;2786;4
3668;;2962;2786;14
3669;;2633;2787;7
3670;;162;2788;4
3671;;2019;2789;9
3672;;1162;2790;8
3673;;430;2803;17
3674;;96;2791;4
3675;;1325;2792;9
3676;;237;2793;17
3677;;419;2794;17
3678;;333;2795;14
3679;;4123;2796;10
3680;;3849;2797;11
3681;;1174;2804;8
3682;;323;2798;14
3683;;447;2799;17
3684;;370;2801;14
3685;;558;2801;13
3686;;372;2800;14
3687;;2927;2805;14
3688;;2993;2806;14
3689;;1510;2807;16
3690;;2972;2802;14
3691;;959;2808;4
3692;;400;2900;14
3693;;164;2809;4
3694;;169;2809;4
3695;;176;2901;4
3696;;274;2810;4
3697;;1503;2902;16
3698;;1071;2811;8
3699;;3936;2812;11
3700;;1027;2813;8
3701;;3853;2814;11
3702;;4843;2815;11
3703;;1326;2903;9
3704;;4769;2816;11
3705;;3996;2817;11
3706;;2724;2818;9
3707;;7482;2819;2
3708;;2248;2820;9
3709;;3320;2821;10
3710;;3321;2821;10
3711;;3322;2821;10
3712;;3323;2821;10
3713;;3324;2821;10
3714;;3325;2821;10
3715;;3326;2821;10
3716;;3327;2821;10
3717;;3328;2821;10
3718;;3329;2821;10
3719;;3330;2821;10
3720;;3331;2821;10
3721;;3332;2821;10
3722;;3333;2821;10
3723;;3334;2821;10
3724;;3335;2821;10
3725;;3336;2821;10
3726;;3337;2821;10
3727;;3338;2821;10
3728;;3339;2821;10
3729;;3340;2821;10
3730;;3341;2821;10
3731;;3342;2821;10
3732;;3343;2821;10
3733;;3344;2821;10
3734;;3400;2904;10
3735;;1164;2905;8
3736;;1103;2822;8
3737;;3716;2906;11
3738;;4073;2907;11
3739;;4075;2908;11
3740;;5770;2823;1
3741;;1964;2909;9
3742;;1858;2824;16
3743;;1894;2825;9
3744;;4684;2826;11
3745;;1189;2910;4
3746;;3841;2827;11
3747;;6740;2828;2
3748;;6965;2911;1
3749;;5642;2829;1
3750;;5753;2912;1
3751;;5754;2830;1
3752;;3659;2913;10
3753;;3660;2913;10
3754;;3661;2913;10
3755;;3662;2913;10
3756;;5301;2831;1
3757;;6932;2914;1
3758;;5560;2832;1
3759;;5225;2915;1
3760;;6900;2915;1
3761;;7513;2916;2
3762;;957;2917;4
3763;;534;2918;13
3764;;6217;2833;2
3765;;107;2919;13
3766;;4003;2920;11
3767;;7013;2921;2
3768;;75;2922;13
3769;;7265;2923;2
3770;;244;2924;13
3771;;2992;2925;14
3772;;4696;2834;11
3773;;3000;2926;10
3774;;3001;2926;10
3775;;3002;2926;10
3776;;3003;2926;10
3777;;3004;2926;10
3778;;3005;2926;10
3779;;3006;2926;10
3780;;3007;2926;10
3781;;3008;2926;10
3782;;3009;2926;10
3783;;3010;2926;10
3784;;3011;2926;10
3785;;3012;2926;10
3786;;3013;2926;10
3787;;3014;2926;10
3788;;3015;2926;10
3789;;3016;2926;10
3790;;3017;2926;10
3791;;3018;2926;10
3792;;3019;2926;10
3793;;3020;2926;10
3794;;3021;2926;10
3795;;3022;2926;10
3796;;3023;2926;10
3797;;3024;2926;10
3798;;3025;2926;10
3799;;3026;2926;10
3800;;3027;2926;10
3801;;3028;2926;10
3802;;3029;2926;10
3803;;3030;2926;10
3804;;3031;2926;10
3805;;3032;2926;10
3806;;3033;2926;10
3807;;3034;2926;10
3808;;3035;2926;10
3809;;3036;2926;10
3810;;3041;2926;10
3811;;5089;2840;1
3812;;408;2929;14
3813;;1640;2835;16
3814;;1192;2927;8
3815;;7216;2836;2
3816;;1170;2837;8
3817;;1519;2838;8
3818;;1514;2839;16
3819;;1024;2928;8
3820;;3523;2841;9
3821;;875;2842;4
3822;;8216;2930;17
3823;;8013;2931;2
3824;;2952;2932;14
3825;;6018;2933;2
3826;;8111;2934;2
3827;;8238;2935;17
3828;;7871;2936;2
3829;;8228;2937;17
3830;;6890;2938;1
3831;;7470;2939;2
3832;;4937;2940;1
3833;;5073;2941;1
3834;;875;2942;4
3835;;6071;2943;2
3836;;2730;2944;9
3837;;6904;2945;1
3838;;2243;2946;9
3839;;7340;2947;2
3840;;7188;2948;2
3841;;7816;2949;2
3842;;4031;2950;11
3843;;38;2951;13
3844;;109;2951;13
3845;;251;2951;13
3846;;5212;2951;1
3847;;6891;2952;1
3848;;6483;2953;2
3849;;494;2954;13
3850;;2663;2955;7
3851;;424;2956;17
3852;;1997;2956;9
3853;;7868;2956;2
3854;;6570;2957;2
3855;;359;2958;14
3856;;5357;2959;1
3857;;8207;2960;17
3858;;5688;2961;1
3859;;962;2962;4
3860;;963;2962;4
3861;;4024;2963;11
3862;;4745;2964;11
3863;;5105;2965;1
3864;;6181;2966;2
3865;;7793;2967;2
3866;;5318;2968;1
3867;;3956;2969;11
3868;;7836;2970;2
3869;;5827;2971;1
3870;;2542;2972;7
3871;;2157;2973;9
3872;;1267;2974;9
3873;;6042;2975;2
3874;;6304;2975;2
3875;;6452;2975;2
3876;;3860;2976;11
3877;;3851;2977;11
3878;;4308;2978;7
3879;;6217;2979;2
3880;;8227;2980;17
3881;;8248;2981;17
3882;;5419;2982;1
3883;;116;2983;13
3884;;364;2984;14
3885;;3943;2985;11
3886;;3909;2986;11
3887;;7103;2987;2
3888;;1580;2988;16
3889;;7761;2989;2
3890;;3961;2990;11
3891;;3820;2991;11
3892;;7636;2992;2
3893;;1766;2993;16
3894;;2764;2994;17
3895;;897;2995;4
3896;;8206;2996;17
3897;;8190;2997;17
3898;;1789;2998;16
3899;;326;2999;14
3900;;7341;3000;2
3901;;2276;3001;9
3902;;4785;3002;11
3903;;6178;3003;2
3904;;6654;3004;2
3905;;2476;3005;7
3906;;345;3006;14
3907;;2516;3007;7
3908;;4787;3008;11
3909;;1877;3009;9
3910;;4080;3010;11
3911;;4891;3011;1
3912;;329;3012;14
3913;;6208;3013;2
3914;;2768;3014;17
3915;;7912;3014;17
3916;;7141;3015;2
3917;;5869;3016;1
3918;;892;3017;4
3919;;2978;3018;14
3920;;4341;3019;7
3921;;5107;3020;1
3922;;6043;3021;2
3923;;6189;3022;2
3924;;5755;3023;1
3925;;1252;3024;9
3926;;6805;3025;2
3927;;1667;3026;16
3928;;6315;3027;2
3929;;2972;3028;14
3930;;5555;3029;1
3931;;6775;3030;2
3932;;6135;3031;2
3933;;1338;3032;9
3934;;3503;3033;9
3935;;916;3034;4
3936;;923;3034;4
3937;;2954;3034;14
3938;;919;3035;4
3939;;1063;3036;8
3940;;5915;3037;1
3941;;6333;3038;2
3942;;6362;3039;2
3943;;7192;3040;2
3944;;6138;3042;2
3945;;1792;3041;16
3946;;7667;3043;2
3947;;6089;3044;2
3948;;6113;3045;2
3949;;6571;3045;2
3950;;7201;3046;2
3951;;6167;3047;2
3952;;6507;3048;2
3953;;5485;3049;1
3954;;941;3050;4
3955;;959;3050;4
3956;;8187;3051;17
3957;;6405;3052;2
3958;;1106;3053;8
3959;;6626;3054;2
3960;;6257;3055;2
3961;;6627;3056;2
3962;;6655;3056;2
3963;;7056;3056;1
3964;;7296;3056;2
3965;;3851;3057;11
3966;;4046;3058;11
3967;;1637;3059;16
3968;;5012;3060;1
3969;;4022;3061;11
3970;;2877;3062;9
3971;;2652;3063;7
3972;;8154;3063;17
3973;;1967;3064;9
3974;;614;3065;13
3975;;5809;3066;1
3976;;6443;3067;2
3977;;8193;3068;17
3978;;2611;3069;7
3979;;4670;3070;11
3980;;112;3071;13
3981;;112;3072;13
3982;;112;3073;13
3983;;7939;3074;2
3984;;5312;3075;1
3985;;516;3076;13
3986;;499;3077;13
3987;;4795;3077;11
3988;;6226;3078;2
3989;;978;3079;4
3990;;8191;3080;17
3991;;4143;3081;11
3992;;4147;3082;11
3993;;6030;3083;2
3994;;3717;3084;11
3995;;4819;3085;11
3996;;2949;3086;14
3997;;457;3087;17
3998;;8139;3087;17
3999;;4433;3088;2
4000;;7643;3089;2
4001;;2654;3090;7
4002;;173;3091;4
4003;;965;3092;4
4004;;1021;3092;8
4005;;559;3093;13
4006;;990;3098;4
4007;;6390;3099;2
4008;;2990;3094;14
4009;;6886;3095;1
4010;;5845;3096;1
4011;;2762;3097;17
4012;;931;3100;4
4013;;1113;3101;8
4014;;2184;3102;9
4015;;2954;3103;14
4016;;2971;3103;14
4017;;1113;3104;8
4018;;1123;3104;8
4019;;2101;3105;9
4020;;1051;3106;4
4021;;5714;3107;1
4022;;8250;3108;17
4023;;265;3109;13
4024;;2925;3110;14
4025;;3854;3111;11
4026;;2925;3112;14
4027;;2972;3113;14
4028;;2239;3114;9
4029;;5871;3115;1
4030;;2789;3116;9
4031;;2968;3117;14
4032;;2160;3118;9
4033;;3891;3119;11
4034;;2781;3120;9
4035;;451;3121;17
4036;;1291;3122;9
4037;;1517;3123;16
4038;;4482;3124;7
4039;;8149;3124;17
4040;;1110;3125;8
4041;;4071;3126;11
4042;;5398;3127;1
4043;;4855;3130;11
4044;;6431;3128;2
4045;;4755;3129;11
4046;;2778;3131;9
4047;;6215;3132;2
4048;;3764;3133;11
4049;;8226;3133;17
4050;;5928;3134;1
4051;;445;3135;17
4052;;4752;3135;11
4053;;6767;3135;2
4054;;1611;3136;16
4055;;460;3137;17
4056;;7940;3138;2
4057;;954;3139;4
4058;;4830;3140;11
4059;;3821;3141;11
4060;;4306;3142;7
4061;;8159;3143;17
4062;;8153;3144;17
4063;;4024;3145;11
4064;;5501;3146;1
4065;;7941;3146;2
4066;;5211;3147;1
4067;;4014;3148;11
4068;;6406;3149;2
4069;;2656;3150;7
4070;;5210;3151;1
4071;;3736;3152;10
4072;;6475;3153;2
4073;;1124;3154;8
4074;;1691;3155;16
4075;;1593;3156;16
4076;;2834;3157;9
4077;;4135;3158;11
4078;;5891;3159;1
4079;;4035;3160;11
4080;;2769;3161;9
4081;;2928;3161;14
4082;;240;3162;13
4083;;6213;3163;2
4084;;4570;3164;7
4085;;5568;3165;1
4086;;6992;3166;2
4087;;3956;3167;11
4088;;1181;3168;8
4089;;1185;3169;4
4090;;2096;3170;9
4091;;2928;3171;14
4092;;8222;3172;17
4093;;8063;3173;2
4094;;8167;3174;17
4095;;422;3175;17
4096;;863;3177;4
4097;;1822;3176;16
4098;;4134;3178;11
4099;;8195;3179;17
4100;;500;3180;13
4101;;2119;3181;14
4102;;3956;3181;11
4103;;5281;3181;1
4104;;3986;3182;11
4105;;4083;3183;11
4106;;1744;3184;16
4107;;1743;3185;16
4108;;1611;3186;16
4109;;1734;3187;16
4110;;3923;3188;11
4111;;1009;3189;4
4112;;8210;3190;17
4113;;4725;3191;11
4114;;6628;3192;2
4115;;5358;3193;1
4116;;1854;3194;16
4117;;7318;3195;2
4118;;8149;3196;17
4119;;1677;3197;16
4120;;8221;3198;17
4121;;5279;3199;1
4122;;3827;3200;11
4123;;5278;3201;1
4124;;3956;3202;11
4125;;7014;3203;2
4126;;6105;3204;2
4127;;1139;3205;8
4128;;1298;3205;16
4129;;1509;3205;16
4130;;1523;3205;8
4131;;1093;3206;8
4132;;2018;3207;9
4133;;1722;3208;16
4134;;1723;3208;16
4135;;1724;3208;16
4136;;4781;3209;11
4137;;1786;3210;16
4138;;4676;3211;11
4139;;323;3212;14
4140;;1994;3212;9
4141;;3557;3212;10
4142;;1651;3213;16
4143;;6278;3214;2
4144;;4398;3215;2
4145;;1954;3216;9
4146;;864;3217;4
4147;;1728;3218;16
4148;;880;3219;4
4149;;269;3220;13
4150;;325;3221;14
4151;;4040;3222;11
4152;;874;3223;4
4153;;409;3224;14
4154;;477;3225;13
4155;;141;3226;13
4156;;221;3227;13
4157;;273;3228;4
4158;;87;3229;13
4159;;628;3230;13
4160;;8003;3231;2
4161;;4524;3232;7
4162;;4525;3232;7
4163;;4526;3232;7
4164;;4527;3232;7
4165;;4528;3232;7
4166;;8188;3233;17
4167;;8195;3233;17
4168;;4561;3234;7
4169;;5803;3235;1
4170;;2232;3236;9
4171;;5446;3237;1
4172;;4675;3238;11
4173;;1283;3239;9
4174;;1663;3240;16
4175;;1925;3241;9
4176;;1926;3241;9
4177;;1927;3241;9
4178;;2968;3241;14
4179;;6926;3242;1
4180;;7061;3243;1
4181;;6572;3244;2
4182;;2920;3245;14
4183;;6902;3246;1
4184;;1652;3247;16
4185;;8238;3248;17
4186;;3540;3249;9
4187;;3862;3250;11
4188;;1855;3251;16
4189;;3994;3252;11
4190;;5837;3253;1
4191;;2161;3254;9
4192;;3306;3255;10
4193;;6039;3256;2
4194;;6216;3256;2
4195;;2349;3257;9
4196;;6363;3258;2
4197;;4125;3259;11
4198;;5745;3260;1
4199;;2711;3261;17
4200;;5099;3262;1
4201;;3425;3263;9
4202;;3402;3264;10
4203;;345;3265;14
4204;;7218;3266;2
4205;;890;3267;4
4206;;3520;3268;9
4207;;1980;3269;9
4208;;7780;3270;2
4209;;5841;3271;1
4210;;4021;3272;11
4211;;318;3273;14
4212;;441;3274;17
4213;;3421;3275;9
4214;;6200;3277;2
4215;;1725;3278;16
4216;;5244;3279;1
4217;;1976;3280;9
4218;;8245;3281;17
4219;;3824;3282;11
4220;;6364;3282;2
4221;;5509;3283;1
4222;;1327;3284;9
4223;;3638;3285;10
4224;;3888;3286;11
4225;;7169;3287;2
4226;;5709;3288;1
4227;;2360;3289;10
4228;;428;3290;17
4229;;2997;3291;14
4230;;1852;3276;16
4231;;6044;3292;2
4232;;6217;3293;2
4233;;5207;3294;1
4234;;5200;3295;1
4235;;4817;3296;11
4236;;4091;3297;11
4237;;7513;3298;2
4238;;4167;3299;10
4239;;4220;3300;10
4240;;3780;3301;11
4241;;4662;3302;12
4242;;6213;3302;2
4243;;7342;3302;2
4244;;4233;3303;10
4245;;3878;3304;11
4246;;4156;3305;11
4247;;6445;3306;2
4248;;3852;3307;11
4249;;6167;3308;2
4250;;5512;3309;1
4251;;1786;3310;16
4252;;6698;3311;2
4253;;5467;3312;1
4254;;5782;3313;1
4255;;4635;3314;12
4256;;4922;3315;1
4257;;3879;3316;11
4258;;4074;3317;11
4259;;4690;3318;11
4260;;643;3319;13
4261;;4555;3320;11
4262;;7668;3321;2
4263;;4504;3322;7
4264;;5478;3323;1
4265;;6806;3324;2
4266;;4577;3325;7
4267;;3921;3326;11
4268;;4485;3326;7
4269;;6963;3326;1
4270;;7410;3327;2
4271;;8151;3328;17
4272;;3879;3329;11
4273;;7363;3330;2
4274;;316;3331;14
4275;;3810;3332;11
4276;;4675;3333;11
4277;;4311;3334;7
4278;;6467;3335;2
4279;;5071;3336;1
4280;;6430;3337;2
4281;;6699;3338;2
4282;;1653;3339;16
4283;;1836;3340;16
4284;;4779;3341;11
4285;;3562;3342;10
4286;;8174;3343;17
4287;;8175;3343;17
4288;;8176;3343;17
4289;;8177;3343;17
4290;;8178;3343;17
4291;;8179;3343;17
4292;;8180;3343;17
4293;;8181;3343;17
4294;;8182;3343;17
4295;;8183;3343;17
4296;;8184;3343;17
4297;;8185;3343;17
4298;;4698;3344;11
4299;;7225;3345;2
4300;;4023;3346;11
4301;;6259;3347;2
4302;;6266;3348;2
4303;;6354;3349;2
4304;;7570;3350;2
4305;;6845;3351;1
4306;;3092;3352;10
4307;;4667;3353;11
4308;;5245;3354;1
4309;;2823;3355;9
4310;;6807;3356;2
4311;;926;3357;4
4312;;3040;3358;10
4313;;526;3359;13
4314;;7942;3359;2
4315;;7228;3360;2
4316;;7130;3361;2
4317;;7131;3361;2
4318;;7132;3361;2
4319;;7133;3361;2
4320;;592;3362;13
4321;;8139;3362;17
4322;;507;3363;13
4323;;594;3363;13
4324;;6376;3363;2
4325;;604;3364;13
4326;;4426;3365;2
4327;;5352;3365;1
4328;;5618;3365;11
4329;;5623;3365;11
4330;;8094;3365;2
4331;;4780;3366;11
4332;;4016;3367;11
4333;;8096;3368;2
4334;;5239;3369;1
4335;;6899;3370;1
4336;;4685;3371;11
4337;;5739;3371;1
4338;;4353;3372;7
4339;;5217;3373;1
4340;;7687;3374;2
4341;;5384;3375;1
4342;;7822;3376;2
4343;;3523;3377;9
4344;;296;3378;14
4345;;335;3379;14
4346;;8189;3380;17
4347;;4115;3381;10
4348;;6407;3382;2
4349;;4080;3383;11
4350;;8243;3384;17
4351;;8168;3385;17
4352;;3860;3386;11
4353;;6912;3387;1
4354;;3729;3388;11
4355;;4730;3389;11
4356;;4148;3390;11
4357;;6930;3391;1
4358;;4245;3392;10
4359;;2968;3393;14
4360;;2992;3393;14
4361;;4821;3394;11
4362;;4458;3395;7
4363;;3814;3396;11
4364;;3836;3396;11
4365;;5302;3397;1
4366;;4414;3398;2
4367;;4022;3399;11
4368;;5608;3399;11
4369;;5862;3399;1
4370;;4573;3400;7
4371;;5774;3401;1
4372;;428;3402;17
4373;;3541;3403;9
4374;;1228;3404;16
4375;;2095;3405;9
4376;;5468;3406;1
4377;;5226;3407;1
4378;;7409;3407;2
4379;;8238;3408;17
4380;;2627;3409;7
4381;;6090;3410;2
4382;;6226;3410;2
4383;;2970;3411;14
4384;;7910;3412;17
4385;;2789;3413;9
4386;;3849;3414;11
4387;;7515;3415;2
4388;;7518;3416;2
4389;;2751;3417;7
4390;;3658;3418;10
4391;;5262;3419;1
4392;;1894;3420;9
4393;;1598;3421;16
4394;;7413;3422;2
4395;;1691;3423;16
4396;;4255;3424;10
4397;;2366;3425;10
4398;;2482;3426;7
4399;;230;3427;13
4400;;311;3428;14
4401;;353;3428;17
4402;;465;3503;17
4403;;6217;3504;2
4404;;2183;3429;9
4405;;8095;3430;2
4406;;3879;3431;11
4407;;3205;3432;10
4408;;3206;3432;10
4409;;3207;3432;10
4410;;3208;3432;10
4411;;3209;3432;10
4412;;3210;3432;10
4413;;3211;3432;10
4414;;3212;3432;10
4415;;3213;3432;10
4416;;3214;3432;10
4417;;3215;3432;10
4418;;3216;3432;10
4419;;3217;3432;10
4420;;3218;3432;10
4421;;3219;3432;10
4422;;3220;3432;10
4423;;3221;3432;10
4424;;3222;3432;10
4425;;3223;3432;10
4426;;3224;3432;10
4427;;3225;3432;10
4428;;3226;3432;10
4429;;3227;3432;10
4430;;3228;3432;10
4431;;3229;3432;10
4432;;3230;3432;10
4433;;3231;3432;10
4434;;3232;3432;10
4435;;3233;3432;10
4436;;3234;3432;10
4437;;3235;3432;10
4438;;3236;3432;10
4439;;3514;3432;9
4440;;6264;3433;2
4441;;3888;3434;11
4442;;7500;3435;2
4443;;5272;3436;1
4444;;5620;3436;11
4445;;8210;3505;17
4446;;3851;3437;11
4447;;5320;3437;1
4448;;5321;3437;1
4449;;5322;3437;1
4450;;5323;3437;1
4451;;5324;3437;1
4452;;4856;3507;11
4453;;2997;3438;14
4454;;7930;3439;2
4455;;1945;3440;9
4456;;4782;3441;11
4457;;1334;3442;9
4458;;2312;3442;9
4459;;2983;3443;14
4460;;3791;3444;11
4461;;2971;3445;14
4462;;4670;3446;11
4463;;6102;3447;2
4464;;3855;3448;11
4465;;6176;3449;2
4466;;8227;3450;17
4467;;8227;3451;17
4468;;5671;3452;1
4469;;7321;3453;2
4470;;8202;3454;17
4471;;3987;3455;11
4472;;5547;3456;1
4473;;4066;3457;11
4474;;6671;3457;2
4475;;4127;3458;11
4476;;8219;3459;17
4477;;7343;3460;2
4478;;4677;3461;11
4479;;7414;3462;2
4480;;875;3463;4
4481;;355;3464;17
4482;;376;3465;14
4483;;8014;3466;2
4484;;8059;3467;2
4485;;357;3468;14
4486;;4147;3469;11
4487;;4821;3470;11
4488;;5314;3471;1
4489;;1519;3472;8
4490;;1523;3472;8
4491;;5419;3473;1
4492;;4075;3474;11
4493;;104;3475;13
4494;;6114;3476;2
4495;;6573;3476;2
4496;;6044;3477;2
4497;;3841;3478;11
4498;;3745;3479;10
4499;;3746;3479;10
4500;;8073;3484;2
4501;;5614;3485;11
4502;;4129;3480;11
4503;;1470;3481;16
4504;;5098;3482;1
4505;;402;3483;14
4506;;6217;3486;2
4507;;2971;3487;14
4508;;2245;3488;9
4509;;2120;3489;14
4510;;3491;3490;9
4511;;1910;3491;9
4512;;1520;3492;8
4513;;3412;3493;10
4514;;2823;3494;9
4515;;3987;3495;11
4516;;8150;3496;17
4517;;2388;3497;10
4518;;414;3498;17
4519;;3479;3499;9
4520;;1266;3500;9
4521;;6257;3501;2
4522;;1981;3502;9
4523;;5271;3508;1
4524;;3973;3509;11
4525;;4569;3510;11
4526;;862;3511;4
4527;;1180;3512;8
4528;;1669;3513;16
4529;;1529;3514;8
4530;;1570;3514;16
4531;;5455;3515;1
4532;;1228;3516;16
4533;;1552;3517;16
4534;;1127;3518;8
4535;;1488;3519;16
4536;;1052;3520;8
4537;;6521;3521;2
4538;;857;3522;4
4539;;6155;3523;2
4540;;4080;3524;11
4541;;8229;3525;17
4542;;641;3526;13
4543;;3862;3527;11
4544;;615;3528;13
4545;;272;3529;4
4546;;923;3529;4
4547;;950;3529;4
4548;;959;3529;4
4549;;968;3529;4
4550;;2993;3529;14
4551;;6317;3529;2
4552;;7794;3529;2
4553;;7620;3530;2
4554;;910;3531;4
4555;;1009;3531;4
4556;;1051;3531;4
4557;;260;3532;13
4558;;961;3532;4
4559;;5623;3533;11
4560;;875;3534;4
4561;;871;3535;4
4562;;497;3536;13
4563;;4861;3536;11
4564;;7475;3536;2
4565;;994;3537;4
4566;;1051;3538;4
4567;;2182;3539;9
4568;;8147;3540;17
4569;;6103;3541;2
4570;;1516;3542;16
4571;;1516;3543;16
4572;;1572;3544;16
4573;;311;3545;14
4574;;3773;3546;11
4575;;2966;3547;14
4576;;1999;3548;9
4577;;5586;3549;1
4578;;6184;3550;2
4579;;38;3551;13
4580;;2089;3558;9
4581;;7720;3552;2
4582;;3984;3553;11
4583;;8116;3553;2
4584;;1027;3554;8
4585;;8250;3555;17
4586;;4477;3556;7
4587;;4620;3557;11
4588;;1804;3559;16
4589;;1820;3560;16
4590;;4038;3561;11
4591;;1001;3562;4
4592;;157;3563;4
4593;;6217;3564;2
4594;;6365;3564;2
4595;;4871;3565;11
4596;;7716;3566;2
4597;;3851;3567;11
4598;;970;3568;4
4599;;6059;3569;2
4600;;2693;3570;7
4601;;1047;3571;8
4602;;5927;3571;1
4603;;1563;3572;16
4604;;8217;3573;17
4605;;897;3574;4
4606;;1504;3575;16
4607;;1521;3576;8
4608;;6495;3577;2
4609;;7621;3577;2
4610;;6230;3578;2
4611;;6435;3579;2
4612;;3781;3580;11
4613;;4988;3581;1
4614;;4989;3581;1
4615;;8074;3582;2
4616;;6808;3583;2
4617;;1564;3584;16
4618;;7704;3585;2
4619;;2520;3586;7
4620;;4860;3587;11
4621;;1009;3588;4
4622;;4135;3589;11
4623;;7344;3590;2
4624;;1185;3591;4
4625;;865;3592;4
4626;;880;3593;14
4627;;880;3594;4
4628;;2964;3595;14
4629;;1066;3596;8
4630;;1051;3597;4
4631;;272;3598;4
4632;;2764;3599;17
4633;;2591;3600;7
4634;;3860;3601;11
4635;;7102;3602;2
4636;;7245;3603;2
4637;;3841;3604;11
4638;;3835;3605;11
4639;;7795;3606;2
4640;;5411;3607;1
4641;;277;3608;4
4642;;5396;3608;1
4643;;1530;3609;8
4644;;864;3610;4
4645;;1553;3611;16
4646;;299;3612;14
4647;;4148;3613;11
4648;;4991;3614;1
4649;;4017;3615;11
4650;;1942;3616;9
4651;;4076;3617;11
4652;;1037;3618;8
4653;;4869;3619;11
4654;;5411;3620;1
4655;;5411;3621;1
4656;;1033;3622;8
4657;;4119;3623;10
4658;;6700;3624;2
4659;;7035;3625;2
4660;;965;3626;4
4661;;6476;3627;2
4662;;8245;3628;17
4663;;4830;3629;11
4664;;173;3630;4
4665;;1993;3631;9
4666;;1937;3632;9
4667;;3795;3633;11
4668;;6675;3634;2
4669;;36;3635;13
4670;;2711;3635;17
4671;;3953;3635;11
4672;;4698;3635;11
4673;;4825;3635;11
4674;;8242;3635;17
4675;;6253;3637;2
4676;;3863;3636;11
4677;;4463;3638;7
4678;;2985;3639;14
4679;;6756;3640;2
4680;;5630;3641;1
4681;;5872;3642;1
4682;;173;3643;4
4683;;5558;3644;1
4684;;4010;3647;11
4685;;1771;3645;16
4686;;1301;3646;16
4687;;7266;3648;2
4688;;4555;3649;11
4689;;8047;3650;2
4690;;4147;3651;11
4691;;8251;3652;17
4692;;1593;3653;16
4693;;992;3654;4
4694;;2969;3655;14
4695;;1583;3656;16
4696;;1003;3657;4
4697;;5285;3658;1
4698;;1021;3659;8
4699;;2120;3660;14
4700;;5348;3661;1
4701;;6892;3662;1
4702;;5610;3663;11
4703;;972;3664;4
4704;;1697;3665;16
4705;;1698;3665;16
4706;;1699;3665;16
4707;;1700;3665;16
4708;;1701;3665;16
4709;;1709;5282;15
4710;;3841;3666;11
4711;;2992;3667;14
4712;;2650;3668;7
4713;;1518;3669;16
4714;;3851;3671;11
4715;;1049;3670;4
4716;;1554;3672;16
4717;;6139;3673;2
4718;;2018;3685;9
4719;;640;3686;13
4720;;6787;3675;2
4721;;8145;3674;17
4722;;3879;3676;11
4723;;3880;3677;11
4724;;4371;3687;7
4725;;4537;3688;7
4726;;4806;3689;11
4727;;4304;3678;7
4728;;7411;3680;2
4729;;240;3691;13
4730;;7415;3679;2
4731;;2841;3690;9
4732;;5783;3681;1
4733;;8206;3682;17
4734;;3813;3684;11
4735;;4144;3683;11
4736;;1643;3692;16
4737;;4675;3910;11
4738;;235;3693;17
4739;;891;3694;4
4740;;1763;3911;16
4741;;3782;3912;11
4742;;3961;3695;11
4743;;5577;3696;1
4744;;5848;3697;1
4745;;7186;3697;2
4746;;5429;3698;1
4747;;2980;3913;14
4748;;6651;3699;2
4749;;7911;3914;17
4750;;164;3700;4
4751;;4073;3700;11
4752;;4093;3700;11
4753;;4126;3700;11
4754;;4720;3700;11
4755;;5586;3700;1
4756;;6508;3701;2
4757;;4894;3702;7
4758;;1106;3703;8
